country_id,year,sitc_eci,hs_eci,growth_proj,sitc_eci_rank,hs_eci_rank
724,1986,,0,,,72
729,1986,,0,,,72
748,1986,,0,,,72
752,1986,,0,,,72
756,1986,,0,,,72
762,1986,,0,,,72
764,1986,,0,,,72
768,1986,,0,,,72
780,1986,,0,,,72
784,1986,,0,,,72
788,1986,,0,,,72
792,1986,,0,,,72
795,1986,,0,,,72
800,1986,,0,,,72
804,1986,,0,,,72
807,1986,,0,,,72
818,1986,,0,,,72
826,1986,,0,,,72
834,1986,,0,,,72
840,1986,,0,,,72
854,1986,,0,,,72
858,1986,,0,,,72
860,1986,,0,,,72
862,1986,,0,,,72
887,1986,,0,,,72
894,1986,,0,,,72
4,1987,,0,,,72
8,1987,,0,,,72
12,1987,,0,,,72
24,1987,,0,,,72
31,1987,,0,,,72
32,1987,,0,,,72
36,1987,,0,,,72
40,1987,,0,,,72
48,1987,,0,,,72
50,1987,,0,,,72
51,1987,,0,,,72
56,1987,,0,,,72
68,1987,,0,,,72
70,1987,,0,,,72
72,1987,,0,,,72
76,1987,,0,,,72
100,1987,,0,,,72
104,1987,,0,,,72
112,1987,,0,,,72
116,1987,,0,,,72
120,1987,,0,,,72
124,1987,,0,,,72
144,1987,,0,,,72
148,1987,,0,,,72
152,1987,,0,,,72
156,1987,,0,,,72
170,1987,,0,,,72
178,1987,,0,,,72
180,1987,,0,,,72
188,1987,,0,,,72
191,1987,,0,,,72
192,1987,,0,,,72
196,1987,,0,,,72
203,1987,,0,,,72
204,1987,,0,,,72
208,1987,,0,,,72
214,1987,,0,,,72
218,1987,,0,,,72
222,1987,,0,,,72
226,1987,,0,,,72
231,1987,,0,,,72
233,1987,,0,,,72
246,1987,,0,,,72
250,1987,,0,,,72
266,1987,,0,,,72
268,1987,,0,,,72
276,1987,,0,,,72
288,1987,,0,,,72
300,1987,,0,,,72
320,1987,,0,,,72
324,1987,,0,,,72
332,1987,,0,,,72
340,1987,,0,,,72
344,1987,,0,,,72
348,1987,,0,,,72
356,1987,,0,,,72
360,1987,,0,,,72
364,1987,,0,,,72
368,1987,,0,,,72
372,1987,,0,,,72
376,1987,,0,,,72
380,1987,,0,,,72
384,1987,,0,,,72
388,1987,,0,,,72
392,1987,,0,,,72
398,1987,,0,,,72
400,1987,,0,,,72
404,1987,,0,,,72
410,1987,,0,,,72
414,1987,,0,,,72
417,1987,,0,,,72
418,1987,,0,,,72
422,1987,,0,,,72
428,1987,,0,,,72
430,1987,,0,,,72
434,1987,,0,,,72
440,1987,,0,,,72
